Unnamed: 0,source,author,title,description,urlToImage,publishedAt,content
348,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"France reports 4,219 people in intensive care with coronavirus - Reuters","French health authorities reported on Monday that the number of people in intensive care units with COVID-19 had risen by 92 in the previous 24 hours to 4,219, the highest level since late November.",https://static.reuters.com/resources/r/?m=02&d=20210315&t=2&i=1554964767&r=LYNXMPEH2E1C3&w=800,2021-03-15T16:54:00Z,"By Reuters Staff
A medical crew from Angers hospital carries a patient suffering from the coronavirus disease (COVID-19) on a stretcher after his transfer by a helicopter of French SAMU rescue team,… [+727 chars]"
349,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"Fire breaks out in OVH building in Strasbourg, France - Reuters","Fire broke out early on Wednesday in a building used by French cloud computing company OVH in the eastern city of Strasbourg, local police and OVH said.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-10T07:41:00Z,"By Reuters Staff
PARIS (Reuters) - Fire broke out early on Wednesday in a building used by French cloud computing company OVH in the eastern city of Strasbourg, local police and OVH said.
Around on… [+258 chars]"
350,"{'id': 'reuters', 'name': 'Reuters'}",Blake Brittain,4th Circuit rules for France in 'France.com' trademark dispute - Reuters,"France is immune from U.S. trademark infringement claims brought by the former owner of France.com, the 4th U.S. Circuit Court of Appeals ruled Thursday.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-25T20:12:00Z,"France is immune from U.S. trademark infringement claims brought by the former owner of France.com, the 4th U.S. Circuit Court of Appeals ruled Thursday.
The French government didnt engage in commer… [+297 chars]"
351,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"France reports 65,373 new confirmed coronavirus cases - Reuters","France reported 65,373 new coronavirus cases on Wednesday, more than four times the number of cases officially registered the previous day, health ministry data showed.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-24T22:59:00Z,"By Reuters Staff
PARIS, March 24 (Reuters) - France reported 65,373 new coronavirus cases on Wednesday, more than four times the number of cases officially registered the previous day, health minist… [+139 chars]"
352,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,French MP and billionaire Dassault dies in helicopter crash,President Macron says Olivier Dassault's death in a helicopter crash in Calvados is a great loss.,https://ichef.bbci.co.uk/news/1024/branded_news/83B3/production/_115651733_breaking-large-promo-nc.png,2021-03-07T18:46:48Z,"French MP and billionaire Olivier Dassault has died in a helicopter crash in north-western France.
No details have been given of the accident which occurred in the region of Calvados. 
In his tribu… [+241 chars]"
353,"{'id': 'bbc-news', 'name': 'BBC News'}",,'It's exciting times' - Wales boss Pivac thrilled with Six Nations title,"Wales are ""over the moon"" to win the 2021 Six Nations despite missing out on the Grand Slam last week, says head coach Wayne Pivac.",https://ichef.bbci.co.uk/live-experience/cps/624/cpsprodpb/AA0C/production/_117623534_wales_v_england177.jpg,2021-03-26T22:19:05Z,"Wales coach Wayne Pivac spent five years at Scarlets before taking over from Warren Gatland in 2019
Head coach Wayen Pivac says Wales are ""over the moon"" to win the 2021 Six Nations despite missing … [+1383 chars]"
354,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,France on track to reach COVID-19 vaccination targets -govt spokesman - Reuters,"France is on track to reach its COVID-19 vaccination targets, government spokesman Gabriel Attal said on Wednesday.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-10T12:29:00Z,"By Reuters Staff
PARIS, March 10 (Reuters) - France is on track to reach its COVID-19 vaccination targets, government spokesman Gabriel Attal said on Wednesday.
Attal also told reporters that curbs… [+245 chars]"
355,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Romain Dillet,Stock trading app Freetrade raises $69 million,U.K. challenger stockbroker Freetrade has raised a $69 million Series B round led by Left Lane Capital. The growth fund of L Catterton and existing investor Draper Esprit also participated. Freetrade operates a stock trading app and has managed to attract 600…,https://techcrunch.com/wp-content/uploads/2021/03/Press_-Release_V1-2.jpg?w=762,2021-03-23T16:14:34Z,U.K. challenger stockbroker Freetrade has raised a $69 million Series B round led by Left Lane Capital. The growth fund of L Catterton and existing investor Draper Esprit also participated. Freetrade… [+2757 chars]
356,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"Turkey has stopped insulting us, but action still needed, France says - Reuters UK","Turkey has stopped insulting France and the European Union, providing some reassurance, but ties will remain fragile until it takes concrete action, France's foreign minister said.",https://static.reuters.com/resources/r/?m=02&d=20210303&t=2&i=1553568221&r=LYNXNPEH220FL&w=800,2021-03-03T09:22:00Z,"By Reuters Staff
FILE PHOTO: France's President Emmanuel Macron gestures next to Turkey's President Recep Tayyip Erdogan during a photo opportunity at the NATO leaders summit in Watford, Britain Dec… [+1266 chars]"
357,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Lavellenie out of pole vault event with calf injury - Reuters,Olympic 2012 pole vault champion Renaud Lavillenie of France withdrew from the European Indoor Athletics championships with a calf injury on Friday.,https://static.reuters.com/resources/r/?m=02&d=20210305&t=2&i=1553906929&r=LYNXNPEH241BO&w=800,2021-03-05T19:03:00Z,"By Reuters Staff
FILE PHOTO: Athletics - World Athletics Indoor Tour - Arena Stade Couvert, Lievin, France - February 9, 2021 France's Renaud Lavillenie in action during the men's pole vault REUTERS… [+718 chars]"
358,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"France reports 22,857 new COVID-19 cases over 24 hours - Reuters","France reported 22,857 new confirmed COVID-19 cases on Tuesday, sharply up from 4,703 on Monday and up from 19,952 on Sunday.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-02T18:48:00Z,"By Reuters Staff
PARIS, March 2 (Reuters) - France reported 22,857 new confirmed COVID-19 cases on Tuesday, sharply up from 4,703 on Monday and up from 19,952 on Sunday.
France typically registers … [+271 chars]"
359,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Athletics-Lavellenie out of pole vault event with calf injury - Reuters,Olympic 2012 pole vault champion Renaud Lavillenie of France withdrew from the European Indoor Athletics championships with a calf injury on Friday.,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-05T18:54:00Z,"By Reuters Staff
March 5 (Reuters) - Olympic 2012 pole vault champion Renaud Lavillenie of France withdrew from the European Indoor Athletics championships with a calf injury on Friday.
During my f… [+586 chars]"
360,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,France does not have current capacity to produce Sputnik V vaccine: ministry official - Reuters,"France does not have the manufacturing capacity currently to produce Russia's Sputnik V vaccine against COVID-19, an official with the economy ministry said on Tuesday.",https://static.reuters.com/resources/r/?m=02&d=20210309&t=2&i=1554265309&r=LYNXMPEH280TW&w=800,2021-03-09T13:32:00Z,"By Reuters Staff
FILE PHOTO: Bottles with Russia's ""Sputnik-V"" vaccine against the coronavirus disease (COVID-19) are seen before inoculation at a clinic in Tver, Russia October 12, 2020. REUTERS/Ta… [+1403 chars]"
361,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,France and China committed to co-operating on space exploration -French CNES body - Reuters,"France and China reaffirmed on Tuesday their commitment to working together in the field of space exploration, said France's CNES space studies organisation.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-09T11:36:00Z,"By Reuters Staff
PARIS, March 9 (Reuters) - France and China reaffirmed on Tuesday their commitment to working together in the field of space exploration, said Frances CNES space studies organisatio… [+357 chars]"
362,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Altice's SFR to cut up to 11% of staff in France in 2021 - Reuters India,"Altice Europe's French unit SFR said on Wednesday it could cut up to 1,700 jobs or about 11% of its staff this year in France.",https://static.reuters.com/resources/r/?m=02&d=20210303&t=2&i=1553609595&r=LYNXMPEH2210L&w=800,2021-03-03T15:06:00Z,"By Reuters Staff
FILE PHOTO: oks at a closed SFR shop during the outbreak of the coronavirus disease (COVID-19) in Mulhouse, France March 12, 2020. Picture taken March 12, 2020. REUTERS/Denis Balibo… [+277 chars]"
363,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"In France, 60% of new COVID-19 cases linked to UK variant: PM - Reuters","More than 60% of all new coronavirus infections registered in France are linked to the variant first detected in Britain, French Prime Minister Jean Castex said on Thursday.",https://static.reuters.com/resources/r/?m=02&d=20210304&t=2&i=1553764085&r=LYNXMPEH231B8&w=800,2021-03-04T17:32:00Z,"By Reuters Staff
FILE PHOTO: French Prime Minister Jean Castex touches his protective face mask during a press conference on the government's current strategy for the ongoing coronavirus disease (CO… [+553 chars]"
364,"{'id': None, 'name': 'BBC News'}",https://www.facebook.com/bbcnews,"France was 'blind' to Rwanda genocide, French report says - BBC News","<ol><li>France was 'blind' to Rwanda genocide, French report says  BBC News
</li><li>France not complicit in Rwanda genocide, says Macron commission  The Guardian
</li><li>View Full Coverage on Google News</li></ol>",https://ichef.bbci.co.uk/news/1024/branded_news/C47E/production/_117720305_mediaitem117717490.jpg,2021-03-26T17:23:53Z,"image captionJune 1994: French soldiers on patrol pass ethnic Hutu militiamen in Rwanda
France bears ""heavy and overwhelming responsibilities"" over the 1994 Rwanda genocide, a report by French histo… [+2364 chars]"
365,"{'id': None, 'name': 'New York Times'}",Neil Genzlinger,"Amaranth Ehrenhalt, Abstract Expressionist, Dies at 93",She was an under-the-radar figure in New York and Paris in the formative 1950s and for decades after. She died of Covid-19.,https://static01.nyt.com/images/2021/03/23/obituaries/23Ehrenhalt/23Ehrenhalt-facebookJumbo.jpg,2021-03-23T15:30:27Z,"Soon, though, she would trade the life of a starving artist in Greenwich Village for the life of a starving artist in France. A friend whose portrait she had painted invited her to come along on a th… [+1207 chars]"
366,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,France's COVID-19 cases top four million - Reuters,"The number of confirmed COVID-19 cases in France rose above four million on Friday, as the health ministry reported 25,229 new infections.",https://static.reuters.com/resources/r/?m=02&d=20210312&t=2&i=1554711031&r=LYNXMPEH2B1EE&w=800,2021-03-12T18:09:00Z,"By Reuters Staff
FILE PHOTO: Medical staff members work in the Intensive Care Unit (ICU) for COVID-19 patients at a hospital in Le Mans, France, January 18, 2021. REUTERS/Stephane Mahe
PARIS (Reute… [+1007 chars]"
367,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"French coronavirus cases rise by 29,759 - Reuters","France reported on Saturday 29,759 new COVID-19 cases, up from 25,229 the previous day, the latest data from the health ministry showed.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-13T17:25:00Z,"By Reuters Staff
PARIS, March 13 (Reuters) - France reported on Saturday 29,759 new COVID-19 cases, up from 25,229 the previous day, the latest data from the health ministry showed.
The number of p… [+326 chars]"
368,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"French daily COVID cases rise above 30,000 for first time in two weeks - Reuters","France reported 30,303 new coronavirus infections over the past 24 hours on Wednesday, rising above 30,000 for the first time in two weeks.",https://static.reuters.com/resources/r/?m=02&d=20210310&t=2&i=1554430199&r=LYNXMPEH291DC&w=800,2021-03-10T17:26:00Z,"By Reuters Staff
FILE PHOTO: People walk along the Seine river, amid the coronavirus disease (COVID-19) outbreak, in Paris, France, February 28, 2021. REUTERS/Benoit Tessier
PARIS (Reuters) - Franc… [+1519 chars]"
369,"{'id': 'reuters', 'name': 'Reuters'}",Kate Abnett,"EU climate policy risks sidelining nuclear power, seven countries say - Reuters","France, Poland and five other countries have written to the European Commission, warning that EU climate change policies could hamper nuclear power's role in cutting CO2 emissions.",https://static.reuters.com/resources/r/?m=02&d=20210324&t=2&i=1556080962&r=LYNXMPEH2N1T3&w=800,2021-03-24T18:51:00Z,"BRUSSELS (Reuters) - France, Poland and five other countries have written to the European Commission, warning that EU climate change policies could hamper nuclear powers role in cutting CO2 emissions… [+2437 chars]"
